,OP,TABLE,SAVE,CAT,NAME,TYPE,START,STOP,DEFAULT
1263,IMPLND,MON-RETN,IWATER,MONTHLYS,RETS6,R,35,40,0
1264,IMPLND,MON-RETN,IWATER,MONTHLYS,RETS7,R,40,45,0
1265,IMPLND,MON-RETN,IWATER,MONTHLYS,RETS8,R,45,50,0
1266,IMPLND,MON-RETN,IWATER,MONTHLYS,RETS9,R,50,55,0
1267,IMPLND,MON-RETN,IWATER,MONTHLYS,RETS10,R,55,60,0
1268,IMPLND,MON-RETN,IWATER,MONTHLYS,RETS11,R,60,65,0
1269,IMPLND,MON-RETN,IWATER,MONTHLYS,RETS12,R,65,70,0
1270,IMPLND,MON-MANNING,IWATER,MONTHLYS,OPNID,C,0,10,None
1271,IMPLND,MON-MANNING,IWATER,MONTHLYS,NSUR1,R,10,15,0.1
1272,IMPLND,MON-MANNING,IWATER,MONTHLYS,NSUR2,R,15,20,0.1
1273,IMPLND,MON-MANNING,IWATER,MONTHLYS,NSUR3,R,20,25,0.1
1274,IMPLND,MON-MANNING,IWATER,MONTHLYS,NSUR4,R,25,30,0.1
1275,IMPLND,MON-MANNING,IWATER,MONTHLYS,NSUR5,R,30,35,0.1
1276,IMPLND,MON-MANNING,IWATER,MONTHLYS,NSUR6,R,35,40,0.1
1277,IMPLND,MON-MANNING,IWATER,MONTHLYS,NSUR7,R,40,45,0.1
1278,IMPLND,MON-MANNING,IWATER,MONTHLYS,NSUR8,R,45,50,0.1
1279,IMPLND,MON-MANNING,IWATER,MONTHLYS,NSUR9,R,50,55,0.1
1280,IMPLND,MON-MANNING,IWATER,MONTHLYS,NSUR10,R,55,60,0.1
1281,IMPLND,MON-MANNING,IWATER,MONTHLYS,NSUR11,R,60,65,0.1
1282,IMPLND,MON-MANNING,IWATER,MONTHLYS,NSUR12,R,65,70,0.1
1283,IMPLND,IWAT-STATE1,IWATER,STATES,OPNID,C,0,10,None
1284,IMPLND,IWAT-STATE1,IWATER,STATES,RETS,R,10,20,0.001
1285,IMPLND,IWAT-STATE1,IWATER,STATES,SURS,R,20,30,0.001
1286,IMPLND,SLD-PARM1,SOLIDS,PARAMETERS,OPNID,C,0,10,None
1287,IMPLND,SLD-PARM1,SOLIDS,PARAMETERS,VASDFG,I,10,15,0
1288,IMPLND,SLD-PARM1,SOLIDS,PARAMETERS,VRSDFG,I,15,20,0
1289,IMPLND,SLD-PARM1,SOLIDS,PARAMETERS,SDOPFG,I,20,25,0
1290,IMPLND,SLD-PARM2,SOLIDS,PARAMETERS,OPNID,C,0,10,0
1291,IMPLND,SLD-PARM2,SOLIDS,PARAMETERS,KEIM,R,10,20,0
1292,IMPLND,SLD-PARM2,SOLIDS,PARAMETERS,JEIM,R,20,30,-999
1293,IMPLND,SLD-PARM2,SOLIDS,PARAMETERS,ACCSDP,R,30,40,0
1294,IMPLND,SLD-PARM2,SOLIDS,PARAMETERS,REMSDP,R,40,50,0
1295,IMPLND,MON-SACCUM,SOLIDS,MONTHLYS,OPNID,C,0,10,None
1296,IMPLND,MON-SACCUM,SOLIDS,MONTHLYS,ACCS1,R,10,15,0
1297,IMPLND,MON-SACCUM,SOLIDS,MONTHLYS,AACS2,R,15,20,0
1298,IMPLND,MON-SACCUM,SOLIDS,MONTHLYS,ACCS3,R,20,25,0
1299,IMPLND,MON-SACCUM,SOLIDS,MONTHLYS,ACCS4,R,25,30,0
1300,IMPLND,MON-SACCUM,SOLIDS,MONTHLYS,ACCS5,R,30,35,0
1301,IMPLND,MON-SACCUM,SOLIDS,MONTHLYS,ACCS6,R,35,40,0
1302,IMPLND,MON-SACCUM,SOLIDS,MONTHLYS,ACCS7,R,40,45,0
1303,IMPLND,MON-SACCUM,SOLIDS,MONTHLYS,ACCS8,R,45,50,0
1304,IMPLND,MON-SACCUM,SOLIDS,MONTHLYS,ACCS9,R,50,55,0
1305,IMPLND,MON-SACCUM,SOLIDS,MONTHLYS,ACCS10,R,55,60,0
1306,IMPLND,MON-SACCUM,SOLIDS,MONTHLYS,ACCS11,R,60,65,0
1307,IMPLND,MON-SACCUM,SOLIDS,MONTHLYS,ACCS12,R,65,70,0
1308,IMPLND,MON-REMOV,SOLIDS,MONTHLYS,OPNID,C,0,10,None
1309,IMPLND,MON-REMOV,SOLIDS,MONTHLYS,REMS1,R,10,15,0
1310,IMPLND,MON-REMOV,SOLIDS,MONTHLYS,REMS2,R,15,20,0
1311,IMPLND,MON-REMOV,SOLIDS,MONTHLYS,REMS3,R,20,25,0
1312,IMPLND,MON-REMOV,SOLIDS,MONTHLYS,REMS4,R,25,30,0
1313,IMPLND,MON-REMOV,SOLIDS,MONTHLYS,REMS5,R,30,35,0
1314,IMPLND,MON-REMOV,SOLIDS,MONTHLYS,REMS6,R,35,40,0
1315,IMPLND,MON-REMOV,SOLIDS,MONTHLYS,REMS7,R,40,45,0
1316,IMPLND,MON-REMOV,SOLIDS,MONTHLYS,REMS8,R,45,50,0
1317,IMPLND,MON-REMOV,SOLIDS,MONTHLYS,REMS9,R,50,55,0
1318,IMPLND,MON-REMOV,SOLIDS,MONTHLYS,REMS10,R,55,60,0
1319,IMPLND,MON-REMOV,SOLIDS,MONTHLYS,REMS11,R,60,65,0
1320,IMPLND,MON-REMOV,SOLIDS,MONTHLYS,REMS12,R,65,70,0
1321,IMPLND,SLD-STOR,SOLIDS,PARAMETERS,OPNID,C,0,10,None
1322,IMPLND,SLD-STOR,SOLIDS,PARAMETERS,SLDS,R,10,20,0
1323,IMPLND,IWT-PARM1,IWTGAS,PARAMETERS,OPNID,C,0,10,None
1324,IMPLND,IWT-PARM1,IWTGAS,PARAMETERS,WTFVFG,I,10,15,0
1325,IMPLND,IWT-PARM1,IWTGAS,PARAMETERS,CSNOFG,I,15,20,0
1326,IMPLND,IWT-PARM2,IWTGAS,PARAMETERS,OPNID,C,0,10,None
1327,IMPLND,IWT-PARM2,IWTGAS,PARAMETERS,ELEV,R,10,20,0
1328,IMPLND,IWT-PARM2,IWTGAS,PARAMETERS,AWTF,R,20,30,32
1329,IMPLND,IWT-PARM2,IWTGAS,PARAMETERS,BWTF,R,30,40,1
1330,IMPLND,LAT-FACTOR,IWTGAS,PARAMETERS,OPNID,C,0,10,None
1331,IMPLND,LAT-FACTOR,IWTGAS,PARAMETERS,SDLFAC,R,10,20,0
1332,IMPLND,LAT-FACTOR,IWTGAS,PARAMETERS,SLIFAC,R,20,30,0
1333,IMPLND,MON-AWTF,IWTGAS,MONTHLYS,OPNID,C,0,10,None
1334,IMPLND,MON-AWTF,IWTGAS,MONTHLYS,AWTF1,R,10,15,32
1335,IMPLND,MON-AWTF,IWTGAS,MONTHLYS,AWTF2,R,15,20,32
1336,IMPLND,MON-AWTF,IWTGAS,MONTHLYS,AWTF3,R,20,25,32
1337,IMPLND,MON-AWTF,IWTGAS,MONTHLYS,AWTF4,R,25,30,32
1338,IMPLND,MON-AWTF,IWTGAS,MONTHLYS,AWTF5,R,30,35,32
1339,IMPLND,MON-AWTF,IWTGAS,MONTHLYS,AWTF6,R,35,40,32
1340,IMPLND,MON-AWTF,IWTGAS,MONTHLYS,AWTF7,R,40,45,32
1341,IMPLND,MON-AWTF,IWTGAS,MONTHLYS,AWTF8,R,45,50,32
1342,IMPLND,MON-AWTF,IWTGAS,MONTHLYS,AWTF9,R,50,55,32
1343,IMPLND,MON-AWTF,IWTGAS,MONTHLYS,AWTF10,R,55,60,32
1344,IMPLND,MON-AWTF,IWTGAS,MONTHLYS,AWTF11,R,60,65,32
1345,IMPLND,MON-AWTF,IWTGAS,MONTHLYS,AWTF12,R,65,70,32
1346,IMPLND,MON-BWTF,IWTGAS,MONTHLYS,OPNID,C,0,10,None
1347,IMPLND,MON-BWTF,IWTGAS,MONTHLYS,BWTF1,R,10,15,1
1348,IMPLND,MON-BWTF,IWTGAS,MONTHLYS,BWTF2,R,15,20,1
1349,IMPLND,MON-BWTF,IWTGAS,MONTHLYS,BWTF3,R,20,25,1
1350,IMPLND,MON-BWTF,IWTGAS,MONTHLYS,BWTF4,R,25,30,1
1351,IMPLND,MON-BWTF,IWTGAS,MONTHLYS,BWTF5,R,30,35,1
1352,IMPLND,MON-BWTF,IWTGAS,MONTHLYS,BWTF6,R,35,40,1
1353,IMPLND,MON-BWTF,IWTGAS,MONTHLYS,BWTF7,R,40,45,1
1354,IMPLND,MON-BWTF,IWTGAS,MONTHLYS,BWTF8,R,45,50,1
1355,IMPLND,MON-BWTF,IWTGAS,MONTHLYS,BWTF9,R,50,55,1
1356,IMPLND,MON-BWTF,IWTGAS,MONTHLYS,BWTF10,R,55,60,1
1357,IMPLND,MON-BWTF,IWTGAS,MONTHLYS,BWTF11,R,60,65,1
1358,IMPLND,MON-BWTF,IWTGAS,MONTHLYS,BWTF12,R,65,70,1
1359,IMPLND,IWT-INIT,IWTGAS,STATES,OPNID,C,0,10,None
1360,IMPLND,IWT-INIT,IWTGAS,STATES,SOTMP,R,10,20,60
1361,IMPLND,IWT-INIT,IWTGAS,STATES,SODOX,R,20,30,0
1362,IMPLND,IWT-INIT,IWTGAS,STATES,SOCO2,R,30,40,0
1363,IMPLND,NQUALS,IQUAL,IQUAL,OPNID,C,0,10,None
1364,IMPLND,NQUALS,IQUAL,IQUAL,NQUAL,I,10,15,1
1365,IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,OPNID,C,0,11,None
1366,IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG1,I,11,14,0
1367,IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG2,I,14,18,0
1368,IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG3,I,18,21,0
1369,IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG4,I,21,25,0
1370,IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG5,I,25,28,0
1371,IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG6,I,28,32,0
1372,IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG7,I,32,35,0
1373,IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG8,I,35,39,0
1374,IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG9,I,39,42,0
1375,IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG10,I,42,46,0
1376,IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG11,I,46,49,0
1377,IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG12,I,49,53,0
1378,IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG13,I,53,56,0
1379,IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG14,I,56,60,0
1380,IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG15,I,60,63,0
1381,IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG16,I,63,67,0
1382,IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG17,I,67,70,0
1383,IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG18,I,70,74,0
1384,IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG19,I,74,77,0
1385,IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG20,I,77,80,0
1386,IMPLND,QUAL-PROPS,IQUAL,IQUAL,OPNID,C,0,10,None
1387,IMPLND,QUAL-PROPS,IQUAL,IQUAL,QUALID,C,10,22,None
1388,IMPLND,QUAL-PROPS,IQUAL,IQUAL,QTYID,C,26,30,None
1389,IMPLND,QUAL-PROPS,IQUAL,IQUAL,QSDFG,I,30,35,0
1390,IMPLND,QUAL-PROPS,IQUAL,IQUAL,VPFWFG,I,35,40,0
1391,IMPLND,QUAL-PROPS,IQUAL,IQUAL,QSOFG,I,40,45,0
1392,IMPLND,QUAL-PROPS,IQUAL,IQUAL,VQOFG,I,45,50,0
1393,IMPLND,QUAL-INPUT,IQUAL,IQUAL,OPNID,C,0,10,None
1394,IMPLND,QUAL-INPUT,IQUAL,IQUAL,SQO,R,10,18,0
1395,IMPLND,QUAL-INPUT,IQUAL,IQUAL,POTFW,R,18,26,0
1396,IMPLND,QUAL-INPUT,IQUAL,IQUAL,ACQOP,R,26,34,0
1397,IMPLND,QUAL-INPUT,IQUAL,IQUAL,SQOLIM,R,34,42,0.000001
1398,IMPLND,QUAL-INPUT,IQUAL,IQUAL,WSQOP,R,42,50,1.64
1399,IMPLND,MON-POTFW,IQUAL,IQUAL,OPNID,C,0,10,None
1400,IMPLND,MON-POTFW,IQUAL,IQUAL,POTF1,R,10,15,0
1401,IMPLND,MON-POTFW,IQUAL,IQUAL,POTF2,R,15,20,0
1402,IMPLND,MON-POTFW,IQUAL,IQUAL,POTF3,R,20,25,0
1403,IMPLND,MON-POTFW,IQUAL,IQUAL,POTF4,R,25,30,0
1404,IMPLND,MON-POTFW,IQUAL,IQUAL,POTF5,R,30,35,0
1405,IMPLND,MON-POTFW,IQUAL,IQUAL,POTF6,R,35,40,0
1406,IMPLND,MON-POTFW,IQUAL,IQUAL,POTF7,R,40,45,0
1407,IMPLND,MON-POTFW,IQUAL,IQUAL,POTF8,R,45,50,0
1408,IMPLND,MON-POTFW,IQUAL,IQUAL,POTF9,R,50,55,0
1409,IMPLND,MON-POTFW,IQUAL,IQUAL,POTF10,R,55,60,0
1410,IMPLND,MON-POTFW,IQUAL,IQUAL,POTF11,R,60,65,0
1411,IMPLND,MON-POTFW,IQUAL,IQUAL,POTF12,R,65,70,0
1412,IMPLND,MON-ACCUM,IQUAL,IQUAL,OPNID,C,0,10,None
1413,IMPLND,MON-ACCUM,IQUAL,IQUAL,ACQO1,R,10,15,0
1414,IMPLND,MON-ACCUM,IQUAL,IQUAL,ACQO2,R,15,20,0
1415,IMPLND,MON-ACCUM,IQUAL,IQUAL,ACQO3,R,20,25,0
1416,IMPLND,MON-ACCUM,IQUAL,IQUAL,ACQO4,R,25,30,0
1417,IMPLND,MON-ACCUM,IQUAL,IQUAL,ACQO5,R,30,35,0
1418,IMPLND,MON-ACCUM,IQUAL,IQUAL,ACQO6,R,35,40,0
1419,IMPLND,MON-ACCUM,IQUAL,IQUAL,ACQO7,R,40,45,0
1420,IMPLND,MON-ACCUM,IQUAL,IQUAL,ACQO8,R,45,50,0
1421,IMPLND,MON-ACCUM,IQUAL,IQUAL,ACQO9,R,50,55,0
1422,IMPLND,MON-ACCUM,IQUAL,IQUAL,ACQO10,R,55,60,0
1423,IMPLND,MON-ACCUM,IQUAL,IQUAL,ACQO11,R,60,65,0
1424,IMPLND,MON-ACCUM,IQUAL,IQUAL,ACQO12,R,65,70,0
1425,IMPLND,MON-SQOLIM,IQUAL,IQUAL,OPNID,C,0,10,None
1426,IMPLND,MON-SQOLIM,IQUAL,IQUAL,SQOL1,R,10,15,0.000001
1427,IMPLND,MON-SQOLIM,IQUAL,IQUAL,SQOL2,R,15,20,0.000001
1428,IMPLND,MON-SQOLIM,IQUAL,IQUAL,SQOL3,R,20,25,0.000001
1429,IMPLND,MON-SQOLIM,IQUAL,IQUAL,SQOL4,R,25,30,0.000001
1430,IMPLND,MON-SQOLIM,IQUAL,IQUAL,SQOL5,R,30,35,0.000001
1431,IMPLND,MON-SQOLIM,IQUAL,IQUAL,SQOL6,R,35,40,0.000001
1432,IMPLND,MON-SQOLIM,IQUAL,IQUAL,SQOL7,R,40,45,0.000001
1433,IMPLND,MON-SQOLIM,IQUAL,IQUAL,SQOL8,R,45,50,0.000001
1434,IMPLND,MON-SQOLIM,IQUAL,IQUAL,SQOL9,R,50,55,0.000001
1435,IMPLND,MON-SQOLIM,IQUAL,IQUAL,SQOL10,R,55,60,0.000001
1436,IMPLND,MON-SQOLIM,IQUAL,IQUAL,SQOL11,R,60,65,0.000001
1437,IMPLND,MON-SQOLIM,IQUAL,IQUAL,SQOL12,R,65,70,0.000001
1438,RCHRES,ACTIVITY,GENERAL,ACTIVITY,OPNID,C,0,10,None
1439,RCHRES,ACTIVITY,GENERAL,ACTIVITY,HYDRFG,I,10,15,0
1440,RCHRES,ACTIVITY,GENERAL,ACTIVITY,ADFG,I,15,20,0
1441,RCHRES,ACTIVITY,GENERAL,ACTIVITY,CONSFG,I,20,25,0
1442,RCHRES,ACTIVITY,GENERAL,ACTIVITY,HTFG,I,25,30,0
1443,RCHRES,ACTIVITY,GENERAL,ACTIVITY,SEDFG,I,30,35,0
1444,RCHRES,ACTIVITY,GENERAL,ACTIVITY,GQALFG,I,35,40,0
1445,RCHRES,ACTIVITY,GENERAL,ACTIVITY,OXFG,I,40,45,0
1446,RCHRES,ACTIVITY,GENERAL,ACTIVITY,NUTFG,I,45,50,0
1447,RCHRES,ACTIVITY,GENERAL,ACTIVITY,PLKFG,I,50,55,0
1448,RCHRES,ACTIVITY,GENERAL,ACTIVITY,PHFG,I,55,60,0
1449,RCHRES,PRINT-INFO,GENERAL,SKIP,OPNID,C,0,10,None
1450,RCHRES,PRINT-INFO,GENERAL,SKIP,HYDRPR,I,10,15,4
1451,RCHRES,PRINT-INFO,GENERAL,SKIP,ADCAPR,I,15,20,4
1452,RCHRES,PRINT-INFO,GENERAL,SKIP,CONSPR,I,20,25,4
1453,RCHRES,PRINT-INFO,GENERAL,SKIP,HEATPR,I,25,30,4
1454,RCHRES,PRINT-INFO,GENERAL,SKIP,SEDPR,I,30,35,4
1455,RCHRES,PRINT-INFO,GENERAL,SKIP,GQLPR,I,35,40,4
1456,RCHRES,PRINT-INFO,GENERAL,SKIP,OXRXPR,I,40,45,4
1457,RCHRES,PRINT-INFO,GENERAL,SKIP,NUTRPR,I,45,50,4
1458,RCHRES,PRINT-INFO,GENERAL,SKIP,PLNKPR,I,50,55,4
1459,RCHRES,PRINT-INFO,GENERAL,SKIP,PHCBPR,I,55,60,4
1460,RCHRES,PRINT-INFO,GENERAL,SKIP,PIVLPR,I,60,65,1
1461,RCHRES,PRINT-INFO,GENERAL,SKIP,PYREND,I,65,70,9
1462,RCHRES,BINARY-INFO,GENERAL,BINOUT,OPNID,C,0,10,None
1463,RCHRES,BINARY-INFO,GENERAL,BINOUT,HYDR,I,10,15,4
1464,RCHRES,BINARY-INFO,GENERAL,BINOUT,ADCALC,I,15,20,4
1465,RCHRES,BINARY-INFO,GENERAL,BINOUT,CONS,I,20,25,4
1466,RCHRES,BINARY-INFO,GENERAL,BINOUT,HTRCH,I,25,30,4
1467,RCHRES,BINARY-INFO,GENERAL,BINOUT,SEDTRN,I,30,35,4
1468,RCHRES,BINARY-INFO,GENERAL,BINOUT,GQUAL,I,35,40,4
1469,RCHRES,BINARY-INFO,GENERAL,BINOUT,OXRX,I,40,45,4
1470,RCHRES,BINARY-INFO,GENERAL,BINOUT,NUTRX,I,45,50,4
1471,RCHRES,BINARY-INFO,GENERAL,BINOUT,PLANK,I,50,55,4
1472,RCHRES,BINARY-INFO,GENERAL,BINOUT,PHCARB,I,55,60,4
1473,RCHRES,BINARY-INFO,GENERAL,BINOUT,PIVLPR,I,60,65,1
1474,RCHRES,BINARY-INFO,GENERAL,BINOUT,PYREND,I,65,70,9
1475,RCHRES,GEN-INFO,GENERAL,INFO,OPNID,C,0,10,None
1476,RCHRES,GEN-INFO,GENERAL,INFO,RCHID,C,10,30,None
1477,RCHRES,GEN-INFO,GENERAL,INFO,NEXITS,I,30,35,1
1478,RCHRES,GEN-INFO,GENERAL,INFO,IUNITS,I,40,45,1
1479,RCHRES,GEN-INFO,GENERAL,INFO,OUNITS,I,45,50,1
1480,RCHRES,GEN-INFO,GENERAL,INFO,PUNITE,I,50,55,0
1481,RCHRES,GEN-INFO,GENERAL,INFO,PUNITM,I,55,60,0
1482,RCHRES,GEN-INFO,GENERAL,INFO,LKFG,I,60,65,0
1483,RCHRES,GEN-INFO,GENERAL,INFO,BUNITE,I,65,70,0
1484,RCHRES,GEN-INFO,GENERAL,INFO,BUNITM,I,70,75,0
1485,RCHRES,HYDR-PARM1,HYDR,PARAMETERS,OPNID,C,0,11,None
1486,RCHRES,HYDR-PARM1,HYDR,PARAMETERS,VCONFG,I,11,14,0
1487,RCHRES,HYDR-PARM1,HYDR,PARAMETERS,AUX1FG,I,14,17,0
1488,RCHRES,HYDR-PARM1,HYDR,PARAMETERS,AUX2FG,I,17,20,0
1489,RCHRES,HYDR-PARM1,HYDR,PARAMETERS,AUX3FG,I,20,25,0
1490,RCHRES,HYDR-PARM1,HYDR,PARAMETERS,ODFVF1,I,25,28,0
1491,RCHRES,HYDR-PARM1,HYDR,PARAMETERS,ODFVF2,I,28,31,0
1492,RCHRES,HYDR-PARM1,HYDR,PARAMETERS,ODFVF3,I,31,34,0
1493,RCHRES,HYDR-PARM1,HYDR,PARAMETERS,ODFVF4,I,34,37,0
1494,RCHRES,HYDR-PARM1,HYDR,PARAMETERS,ODFVF5,I,37,40,0
1495,RCHRES,HYDR-PARM1,HYDR,PARAMETERS,ODGTF1,I,45,48,0
1496,RCHRES,HYDR-PARM1,HYDR,PARAMETERS,ODGTF2,I,48,51,0
1497,RCHRES,HYDR-PARM1,HYDR,PARAMETERS,ODGTF3,I,51,54,0
1498,RCHRES,HYDR-PARM1,HYDR,PARAMETERS,ODGTF4,I,54,57,0
1499,RCHRES,HYDR-PARM1,HYDR,PARAMETERS,ODGTF5,I,57,65,0
1500,RCHRES,HYDR-PARM1,HYDR,PARAMETERS,FUNCT1,I,65,68,1
1501,RCHRES,HYDR-PARM1,HYDR,PARAMETERS,FUNCT2,I,68,71,1
1502,RCHRES,HYDR-PARM1,HYDR,PARAMETERS,FUNCT3,I,71,74,1
1503,RCHRES,HYDR-PARM1,HYDR,PARAMETERS,FUNCT4,I,74,77,1
1504,RCHRES,HYDR-PARM1,HYDR,PARAMETERS,FUNCT5,I,77,80,1
1505,RCHRES,HYDR-PARM2,HYDR,PARAMETERS,OPNID,C,0,10,None
1506,RCHRES,HYDR-PARM2,HYDR,PARAMETERS,FTBW,R,10,15,0
1507,RCHRES,HYDR-PARM2,HYDR,PARAMETERS,FTBUCI,R,15,20,-999
1508,RCHRES,HYDR-PARM2,HYDR,PARAMETERS,LEN,R,20,30,-999
1509,RCHRES,HYDR-PARM2,HYDR,PARAMETERS,DELTH,R,30,40,0
1510,RCHRES,HYDR-PARM2,HYDR,PARAMETERS,STCOR,R,40,50,0
1511,RCHRES,HYDR-PARM2,HYDR,PARAMETERS,KS,R,50,60,0
1512,RCHRES,HYDR-PARM2,HYDR,PARAMETERS,DB50,R,60,70,0.01
1513,RCHRES,MON-CONVF,HYDR,MONTHLYS,OPNID,C,0,10,None
1514,RCHRES,MON-CONVF,HYDR,MONTHLYS,VOLJAN,R,10,15,0
1515,RCHRES,MON-CONVF,HYDR,MONTHLYS,VOLFEB,R,15,20,0
1516,RCHRES,MON-CONVF,HYDR,MONTHLYS,VOLMAR,R,20,25,0
1517,RCHRES,MON-CONVF,HYDR,MONTHLYS,VOLAPR,R,25,30,0
1518,RCHRES,MON-CONVF,HYDR,MONTHLYS,VOLMAY,R,30,35,0
1519,RCHRES,MON-CONVF,HYDR,MONTHLYS,VOLJUN,R,35,40,0
1520,RCHRES,MON-CONVF,HYDR,MONTHLYS,VOLJUL,R,40,45,0
1521,RCHRES,MON-CONVF,HYDR,MONTHLYS,VOLAUG,R,45,50,0
1522,RCHRES,MON-CONVF,HYDR,MONTHLYS,VOLSEP,R,50,55,0
1523,RCHRES,MON-CONVF,HYDR,MONTHLYS,VOLOCT,R,55,60,0
1524,RCHRES,MON-CONVF,HYDR,MONTHLYS,VOLNOV,R,60,65,0
1525,RCHRES,MON-CONVF,HYDR,MONTHLYS,VOLDEC,R,65,70,0
1526,RCHRES,HYDR-IRRIG,HYDR,PARAMETERS,OPNID,C,0,10,None
1527,RCHRES,HYDR-IRRIG,HYDR,PARAMETERS,IREXIT,R,10,20,0
1528,RCHRES,HYDR-IRRIG,HYDR,PARAMETERS,IRMINV,R,20,30,0
1529,RCHRES,HYDR-INIT,HYDR,STATES,OPNID,C,0,10,None
1530,RCHRES,HYDR-INIT,HYDR,STATES,VOL,R,10,21,0
1531,RCHRES,HYDR-INIT,HYDR,STATES,ICAT,R,21,25,-1
1532,RCHRES,HYDR-INIT,HYDR,STATES,COLIN1,R,25,30,4
1533,RCHRES,HYDR-INIT,HYDR,STATES,COLIN2,R,30,35,4
1534,RCHRES,HYDR-INIT,HYDR,STATES,COLIN3,R,35,40,4
1535,RCHRES,HYDR-INIT,HYDR,STATES,COLIN4,R,40,45,4
1536,RCHRES,HYDR-INIT,HYDR,STATES,COLIN5,R,45,50,4
1537,RCHRES,HYDR-INIT,HYDR,STATES,OUTDG1,R,55,60,0
1538,RCHRES,HYDR-INIT,HYDR,STATES,OUTDG2,R,60,65,0
1539,RCHRES,HYDR-INIT,HYDR,STATES,OUTDG3,R,65,70,0
1540,RCHRES,HYDR-INIT,HYDR,STATES,OUTDG4,R,70,75,0
1541,RCHRES,HYDR-INIT,HYDR,STATES,OUTDG5,R,75,80,0
1542,RCHRES,HYDR-CATEGORY,HYDR,PARAMETERS,OPNID,C,0,10,None
1543,RCHRES,HYDR-CATEGORY,HYDR,PARAMETERS,CPREC,C,11,15,None
1544,RCHRES,HYDR-CATEGORY,HYDR,PARAMETERS,CEVAP,C,16,20,None
1545,RCHRES,HYDR-CATEGORY,HYDR,PARAMETERS,CFVOL1,C,21,25,None
1546,RCHRES,HYDR-CATEGORY,HYDR,PARAMETERS,CFVOL2,C,26,30,None
1547,RCHRES,HYDR-CATEGORY,HYDR,PARAMETERS,CFVOL3,C,31,35,None
1548,RCHRES,HYDR-CATEGORY,HYDR,PARAMETERS,CFVOL4,C,36,40,None
1549,RCHRES,HYDR-CATEGORY,HYDR,PARAMETERS,CFVOL5,C,41,45,None
1550,RCHRES,HYDR-CATEGORY,HYDR,PARAMETERS,NOCGT,I,45,50,0
1551,RCHRES,HYDR-CINIT,HYDR,STATES,OPNID,C,0,10,None
1552,RCHRES,HYDR-CINIT,HYDR,STATES,CTAG1,C,10,14,None
1553,RCHRES,HYDR-CINIT,HYDR,STATES,CFRAC1,R,14,20,0
1554,RCHRES,HYDR-CINIT,HYDR,STATES,CTAG2,C,20,24,None
1555,RCHRES,HYDR-CINIT,HYDR,STATES,CFRAC2,R,24,30,0
1556,RCHRES,HYDR-CINIT,HYDR,STATES,CTAG3,C,30,34,None
1557,RCHRES,HYDR-CINIT,HYDR,STATES,CFRAC3,R,34,40,0
1558,RCHRES,HYDR-CINIT,HYDR,STATES,CTAG4,C,40,44,None
1559,RCHRES,HYDR-CINIT,HYDR,STATES,CFRAC4,R,44,50,0
1560,RCHRES,HYDR-CINIT,HYDR,STATES,CTAG5,C,50,54,None
1561,RCHRES,HYDR-CINIT,HYDR,STATES,CFRAC5,R,54,60,0
1562,RCHRES,HYDR-CINIT,HYDR,STATES,CTAG6,C,60,64,None
1563,RCHRES,HYDR-CINIT,HYDR,STATES,CFRAC6,R,64,70,0
1564,RCHRES,HYDR-CINIT,HYDR,STATES,CTAG7,C,70,74,None
1565,RCHRES,HYDR-CINIT,HYDR,STATES,CFRAC7,R,74,80,0
1566,RCHRES,HYDR-CPREC,HYDR,PARAMETERS,OPNID,C,0,10,None
1567,RCHRES,HYDR-CPREC,HYDR,PARAMETERS,CTAG1,C,10,14,None
1568,RCHRES,HYDR-CPREC,HYDR,PARAMETERS,CPREC1,R,14,20,0
1569,RCHRES,HYDR-CPREC,HYDR,PARAMETERS,CTAG2,C,20,24,None
1570,RCHRES,HYDR-CPREC,HYDR,PARAMETERS,CPREC2,R,24,30,0
1571,RCHRES,HYDR-CPREC,HYDR,PARAMETERS,CTAG3,C,30,34,None
1572,RCHRES,HYDR-CPREC,HYDR,PARAMETERS,CPREC3,R,34,40,0
