HSPF_BLOCK,HSPF_TABLE,HSPF_TABLE_EXT,HDF_TABLE,TEMPLATE,HSPF_MANUAL_SORT_ORDER,TABLE_HEADER,TABLE_HELP
PLTGEN,CURV-DATA,CURV-DATA32,/PLTGEN/CURV-DATA32,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA33,/PLTGEN/CURV-DATA33,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA34,/PLTGEN/CURV-DATA34,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA35,/PLTGEN/CURV-DATA35,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA36,/PLTGEN/CURV-DATA36,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA37,/PLTGEN/CURV-DATA37,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA38,/PLTGEN/CURV-DATA38,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA39,/PLTGEN/CURV-DATA39,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA4,/PLTGEN/CURV-DATA4,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA40,/PLTGEN/CURV-DATA/40,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA41,/PLTGEN/CURV-DATA41,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA42,/PLTGEN/CURV-DATA42,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA43,/PLTGEN/CURV-DATA43,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA44,/PLTGEN/CURV-DATA44,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA45,/PLTGEN/CURV-DATA45,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA46,/PLTGEN/CURV-DATA46,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA47,/PLTGEN/CURV-DATA47,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA48,/PLTGEN/CURV-DATA48,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA49,/PLTGEN/CURV-DATA49,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA5,/PLTGEN/CURV-DATA5,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA50,/PLTGEN/CURV-DATA/50,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA51,/PLTGEN/CURV-DATA51,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA52,/PLTGEN/CURV-DATA52,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA53,/PLTGEN/CURV-DATA53,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA54,/PLTGEN/CURV-DATA54,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA55,/PLTGEN/CURV-DATA55,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA56,/PLTGEN/CURV-DATA56,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA57,/PLTGEN/CURV-DATA57,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA58,/PLTGEN/CURV-DATA58,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA59,/PLTGEN/CURV-DATA59,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA6,/PLTGEN/CURV-DATA6,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA60,/PLTGEN/CURV-DATA/60,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA61,/PLTGEN/CURV-DATA61,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA62,/PLTGEN/CURV-DATA62,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA63,/PLTGEN/CURV-DATA63,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA64,/PLTGEN/CURV-DATA64,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA65,/PLTGEN/CURV-DATA65,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA66,/PLTGEN/CURV-DATA66,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA67,/PLTGEN/CURV-DATA67,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA68,/PLTGEN/CURV-DATA68,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA69,/PLTGEN/CURV-DATA69,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA7,/PLTGEN/CURV-DATA7,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA70,/PLTGEN/CURV-DATA/70,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA71,/PLTGEN/CURV-DATA71,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA72,/PLTGEN/CURV-DATA72,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA73,/PLTGEN/CURV-DATA73,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA74,/PLTGEN/CURV-DATA74,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA75,/PLTGEN/CURV-DATA75,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA76,/PLTGEN/CURV-DATA76,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA77,/PLTGEN/CURV-DATA77,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA78,/PLTGEN/CURV-DATA78,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA79,/PLTGEN/CURV-DATA79,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA8,/PLTGEN/CURV-DATA8,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA80,/PLTGEN/CURV-DATA/80,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA81,/PLTGEN/CURV-DATA81,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA82,/PLTGEN/CURV-DATA82,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA83,/PLTGEN/CURV-DATA83,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA84,/PLTGEN/CURV-DATA84,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA85,/PLTGEN/CURV-DATA85,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA86,/PLTGEN/CURV-DATA86,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA87,/PLTGEN/CURV-DATA87,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA88,/PLTGEN/CURV-DATA88,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA89,/PLTGEN/CURV-DATA89,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA9,/PLTGEN/CURV-DATA9,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA90,/PLTGEN/CURV-DATA/90,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA91,/PLTGEN/CURV-DATA91,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA92,/PLTGEN/CURV-DATA92,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA93,/PLTGEN/CURV-DATA93,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA94,/PLTGEN/CURV-DATA94,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA95,/PLTGEN/CURV-DATA95,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA96,/PLTGEN/CURV-DATA96,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA97,/PLTGEN/CURV-DATA97,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA98,/PLTGEN/CURV-DATA98,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,CURV-DATA,CURV-DATA99,/PLTGEN/CURV-DATA99,,375,"  Plot-opn*** Curve label      Line Intg  Col Tran
*** x -  x                     type  eqv code code",*** Data for each curve on the plot.   Repeats for each curve on the plot.
PLTGEN,GEN-LABELS,GEN-LABELS,/PLTGEN/PARAMETERS,,373,"  Plot-opn ***
*** x -  x  General title                                   Y-axis label",*** General plot labels.
PLTGEN,PLOTINFO,PLOTINFO,/PLTGEN/PARAMETERS,,372,"  Plot-opn ***
*** x -  x FILE  NPT  NMN LABL  PYR PIVL TYPE",*** General plot information.
PLTGEN,SCALING,SCALING,/PLTGEN/PARAMETERS,,374,"  Plot-opn***   YMIN      YMAX     IVLIN    THRESH
*** x -  x                        ivl/in",*** Scaling information for plots.
RCHRES,ACID-FLAGS,ACID-FLAGS,/RCHRES/ACIDPH/FLAGS,,348,"    RCHRES AC01 AC02 AC03 AC04 AC05 AC06 AC07 AC08 AC09 AC10 AC11 AC12 AC13 A***
*** x -  x",*** Acid mine flags
RCHRES,ACID-INIT,ACID-INIT,/RCHRES/ACIDPH/STATES,,349,"    RCHRES***ACCONC1   ACCONC2   ACCONC3   ACCONC4   ACCONC5   ACCONC6   ACCONC7
*** x -  x",*** Acid mine initial values
RCHRES,ACID-PARMS,ACID-PARMS,/RCHRES/ACIDPH/PARAMETERS,,350,"    RCHRES***ACPARM1   ACPARM2   ACPARM3   ACPARM4   ACPARM5   ACPARM6   ACPARM7
*** x -  x ",*** Acid mine parameters
RCHRES,ACTIVITY,ACTIVITY,/RCHRES/GENERAL/ACTIVITY,,249,"*** RCHRES  Active sections
*** x -  x HYFG ADFG CNFG HTFG SDFG GQFG OXFG NUFG PKFG PHFG",*** Active sections of RCHRES.
RCHRES,ADCALC-DATA,ADCALC-DATA,/RCHRES/ADCALC/PARAMETERS,,264,"*** RCHRES  Data for section ADCALC
*** x -  x     CRRAT       VOL (Mm3)",*** Data for section ADCALC.
RCHRES,BED-INIT,BED-INIT,/RCHRES/SEDTRN/STATES,,282,"*** RCHRES    BEDDEP  Initial bed composition
*** x -  x       (m)      Sand      Silt      Clay",*** Initial fractions of bed sediment.
RCHRES,BENAL-FLAGS,BENAL-FLAGS,/RCHRES/PLANK/FLAGS,,351,"*** RCHRES Benthic algae flags
*** x -  x NUMB BINV NFX1 NFX2 NFX3 NFX4",*** Benthic algae flags - used only when BALFG=2 in PLNK-FLAGS
RCHRES,BENAL-GRAZE,BENAL-GRAZE,/RCHRES/PLANK/PARAMETERS,,352,"*** RCHRES    CREMVL     CMMBI      BINV    TCGRAZ
*** x -  x mgA/mgI/yr   mgA/m2    mgI/m2                       ",*** Optional benthic algae grazing parameters.
RCHRES,BENAL-GROW,BENAL-GROW,/RCHRES/PLANK/PARAMETERS,,353,"    RCHRES*** MBALGR    TCBALG     CMMNB     CMMPB     CMMD1     CMMD2     CSLIT
*** x -  x       /hr                mg/l      mg/l               mg/m2    ly/min",*** Species-specific benthic algae growth parameters.
RCHRES,BENAL-INIT,BENAL-INIT,/RCHRES/PLANK/STATES,,354,"*** RCHRES    BENAL1    BENAL2    BENAL3    BENAL4
*** x -  x     mg/m2     mg/m2     mg/m2     mg/m2","*** Initial benthic algae conditions, if multiple species are simulated -
*** i.e. BALFG=2 and NUMBAL > 1."
RCHRES,BENAL-LIGHT,BENAL-LIGHT,/RCHRES/PLANK/PARAMETERS,,355,"*** RCHRES    CTRBQ1    CTRBQ2    CKTRB1    CKTRB2
*** x -  x   NTU/cms                  /m",*** Optional benthic algae light extinction parameters for SDLTFG=2.
RCHRES,BENAL-PARM,BENAL-PARM,/RCHRES/PLANK/PARAMETERS,,343,"    RCHRES***   MBAL    CFBALR    CFBALG    MINBAL     CAMPR     FRAVL    NMAXFX
*** x -  x     mg/m2                         mg/m2      mg/l                mg/l",*** General benthic algae parameters.
RCHRES,BENAL-RESSCR,BENAL-RESSCR,/RCHRES/PLANK/PARAMETERS,,356,"*** RCHRES    BALR20    TCBALR    CSLOF1   CSLOF2    GRORES
*** x -  x       /hr                 /hr",*** Species-specific benthic algae respiration and scour parameters.
RCHRES,BENAL-RIFF1,BENAL-RIFF1,/RCHRES/PLANK/PARAMETERS,,357,"*** RCHRES     FRRIF      CMMV    RIFCQ1    RIFCQ2    RIFCQ3
*** x -  x                 m/s       cms       cms       cms",*** First group of riffle parameters for benthic algae.
RCHRES,BENAL-RIFF2,BENAL-RIFF2,/RCHRES/PLANK/PARAMETERS,,358,"*** RCHRES RIFVEL1 RIFVEL2 RIFVEL3 RIFVEL4 RIFDEP1 RIFDEP2 RIFDEP3 RIFDEP4
*** x -  x                                                  ",*** Second group of riffle parameters for benthic algae.
RCHRES,BENTH-FLAG,BENTH-FLAG,/RCHRES/RQUAL/FLAGS,,319,"*** RCHRES  Benthic release flag
*** x -  x BENF",*** Benthic release flag (RQUAL).
RCHRES,BINARY-INFO,BINARY-INFO,/RCHRES/GENERAL/BINOUT,,251,"*** RCHRES  Binary Output level flags
*** x -  x HYDR ADCA CONS HEAT  SED  GQL OXRX NUTR PLNK PHCB PIVL  PYR","*** Table of binary output level flags for RCHRES. HSPF permits the user
*** to vary the output level (maximum frequency) for the various active
*** sections of an operation. 2 means every PIVL intervals, 3 means
*** every day, 4 means every month, 5 means every year, 6 means never."
RCHRES,CONDUIT-PARM,CONDUIT-PARM,/RCHRES/DYNAMIC/PARAMETERS,,359,"***        FROM   TO       LEN      MANN     INLET    OUTLET      INIT
*** RCHRES NODE NODE                        OFFSET    OFFSET      FLOW
*** x -  x                 (m)                 (m)       (m)     (cms)",
RCHRES,CONDUIT-XS,CONDUIT-XS,/RCHRES/DYNAMIC/PARAMETERS,,360,"*** RCHRES
*** x -  x                TYPE     GEOM1     GEOM2     GEOM3     GEOM4      ",*** Cross-section data for a conduit segment.
RCHRES,CONS-AD-FLAGS,CONS-AD-FLAGS,/RCHRES/CONS/FLAGS,,266,"***                        Atmospheric Deposition Flags
    RCHRES  CONS1  CONS2  CONS3  CONS4  CONS5  CONS6  CONS7  CONS8  CONS9 CON***
*** x -  x <F><C> <F><C> <F><C> <F><C> <F><C> <F><C> <F><C> <F><C> <F><C> <F><C>",*** Conservative constituent atmospheric deposition flags.
RCHRES,CONS-DATA,CONS-DATA1,/RCHRES/CONS/CONS1,,267,"*** RCHRES
*** x -  x        Substance-id      Conc        ID      CONV     QTYID",*** Information about one conservative substance.
RCHRES,CONS-DATA,CONS-DATA10,/RCHRES/CONS/CONS10,,267,"*** RCHRES
*** x -  x        Substance-id      Conc        ID      CONV     QTYID",*** Information about one conservative substance.
RCHRES,CONS-DATA,CONS-DATA2,/RCHRES/CONS/CONS2,,267,"*** RCHRES
*** x -  x        Substance-id      Conc        ID      CONV     QTYID",*** Information about one conservative substance.
RCHRES,CONS-DATA,CONS-DATA3,/RCHRES/CONS/CONS3,,267,"*** RCHRES
*** x -  x        Substance-id      Conc        ID      CONV     QTYID",*** Information about one conservative substance.
RCHRES,CONS-DATA,CONS-DATA4,/RCHRES/CONS/CONS4,,267,"*** RCHRES
*** x -  x        Substance-id      Conc        ID      CONV     QTYID",*** Information about one conservative substance.
RCHRES,CONS-DATA,CONS-DATA5,/RCHRES/CONS/CONS5,,267,"*** RCHRES
*** x -  x        Substance-id      Conc        ID      CONV     QTYID",*** Information about one conservative substance.
RCHRES,CONS-DATA,CONS-DATA6,/RCHRES/CONS/CONS6,,267,"*** RCHRES
*** x -  x        Substance-id      Conc        ID      CONV     QTYID",*** Information about one conservative substance.
RCHRES,CONS-DATA,CONS-DATA7,/RCHRES/CONS/CONS7,,267,"*** RCHRES
*** x -  x        Substance-id      Conc        ID      CONV     QTYID",*** Information about one conservative substance.
RCHRES,CONS-DATA,CONS-DATA8,/RCHRES/CONS/CONS8,,267,"*** RCHRES
*** x -  x        Substance-id      Conc        ID      CONV     QTYID",*** Information about one conservative substance.
RCHRES,CONS-DATA,CONS-DATA9,/RCHRES/CONS/CONS9,,267,"*** RCHRES
*** x -  x        Substance-id      Conc        ID      CONV     QTYID",*** Information about one conservative substance.
RCHRES,CONV-VAL1,CONV-VAL1,/RCHRES/NUTRX/PARAMETERS,,326,"*** RCHRES      CVBO     CVBPC     CVBPN    BPCNTC
*** x -  x     mg/mg  mols/mol  mols/mol",*** Conversion factors (NUTRX section).
RCHRES,DW-POLLUTANT,DW-POLLUTANT,/RCHRES/DYNAMIC/PARAMETERS,,361,"*** RCHRES      NAME     UNITS    KDECAY
*** x -  x                       (1/day)",*** Dynamic wave pollutant data.
RCHRES,DYNAMIC-WAVE,DYNAMIC-WAVE,/RCHRES/DYNAMIC/PARAMETERS,,362,"*** RCHRES  TIMESTEP NCONDUITS    NNODES     FUNIT  NWR  NOR WQFG
*** x -  x     (sec)",*** Properties of the dynamic wave routing in RCHRES.
RCHRES,ELEV,ELEV,/RCHRES/OXRX/PARAMETERS,,312,"*** RCHRES      ELEV
*** x -  x       (m)",*** RCHRES elevation above sea level.
RCHRES,GEN-INFO,GEN-INFO,/RCHRES/GENERAL/INFO,,252,"***              Name        Nexits   Unit Systems   Printer
*** RCHRES                               t-series  Engl Metr LKFG
*** x -  x                                 in  out",*** General information for RCHRES.
RCHRES,GQ-AD-FLAGS,GQ-AD-FLAGS,/RCHRES/GQUAL/FLAGS,,284,"***        Atmospheric Deposition Flags
*** RCHRES GQUAL1 GQUAL2 GQUAL3 GQUAL4 GQUAL5 GQUAL6 GQUAL7
*** x -  x <F><C> <F><C> <F><C> <F><C> <F><C> <F><C> <F><C>",
RCHRES,GQ-ADRATE,GQ-ADRATE1,/RCHRES/GQUAL/GQUAL1,,296,"*** RCHRES         Adsorption/desorption rate parameters (/day)
*** x -  x ADPM(1,2) ADPM(2,2) ADPM(3,2) ADPM(4,2) ADPM(5,2) ADPM(6,2)",*** Adsorption /desorption rate parameters.
RCHRES,GQ-ADRATE,GQ-ADRATE2,/RCHRES/GQUAL/GQUAL2,,296,"*** RCHRES         Adsorption/desorption rate parameters (/day)
*** x -  x ADPM(1,2) ADPM(2,2) ADPM(3,2) ADPM(4,2) ADPM(5,2) ADPM(6,2)",*** Adsorption /desorption rate parameters.
RCHRES,GQ-ADRATE,GQ-ADRATE3,/RCHRES/GQUAL/GQUAL3,,296,"*** RCHRES         Adsorption/desorption rate parameters (/day)
*** x -  x ADPM(1,2) ADPM(2,2) ADPM(3,2) ADPM(4,2) ADPM(5,2) ADPM(6,2)",*** Adsorption /desorption rate parameters.
RCHRES,GQ-ADTHETA,GQ-ADTHETA1,/RCHRES/GQUAL/GQUAL1,,297,"*** RCHRES     Adsorption/desorption temp. correction parameters
*** x -  x ADPM(1,3) ADPM(2,3) ADPM(3,3) ADPM(4,3) ADPM(5,3) ADPM(6,3)",*** Adsorption/desorption temperature correction parameters.
